AnoMes,PAG_PFPJ,REC_PFPJ,PAG_REGIAO,REC_REGIAO,PAG_IDADE,REC_IDADE,FORMAINICIACAO,NATUREZA,FINALIDADE,VALOR,QUANTIDADE
202307,PF,PF,Nao informado,NORTE,Nao informado,entre 40 e 49 anos,QRDN,P2P,Pix,29.0,2
202403,PJ,PF,NORDESTE,NORDESTE,Nao se aplica,entre 30 e 39 anos,MANU,G2P,Pix,16058609.74,3296
202304,PF,PJ,NORTE,NORTE,mais de 60 anos,Nao se aplica,QRDN,P2G,Pix,2949425.82,8047
202508,PJ,PF,Nao informado,NORTE,Nao se aplica,entre 20 e 29 anos,QRDN,B2P,Pix,1993.31,61
202401,PF,PF,CENTRO-OESTE,CENTRO-OESTE,mais de 60 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,106287.16,249
202305,PJ,PF,NORTE,NORTE,Nao se aplica,entre 30 e 39 anos,QRDN,B2P,Pix,2593927.3,39546
202306,PF,PJ,Nao informado,SUDESTE,entre 30 e 39 anos,Nao se aplica,QRES,P2B,Pix,1869369.32,10772
202411,PJ,PF,CENTRO-OESTE,CENTRO-OESTE,Nao se aplica,Nao informado,MANU,B2P,Pix,1339.1,1
202402,PF,PJ,SUDESTE,CENTRO-OESTE,entre 30 e 39 anos,Nao se aplica,QRES,P2G,Pix,18965.69,208
202405,PF,PF,CENTRO-OESTE,CENTRO-OESTE,mais de 60 anos,entre 30 e 39 anos,DICT,P2P,Pix,925312332.94,1700822
202502,PF,PJ,SUDESTE,CENTRO-OESTE,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix Troco,1174.99,5
202503,PF,PF,NORTE,CENTRO-OESTE,até 19 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,22409.26,267
202310,PF,PF,CENTRO-OESTE,SUL,entre 50 e 59 anos,entre 50 e 59 anos,MANU,P2P,Pix,1574290.47,3091
202504,PF,PF,SUL,NORDESTE,mais de 60 anos,entre 30 e 39 anos,QRDN,P2P,Pix,119394.68,2166
202411,PF,PF,NORDESTE,Nao informado,entre 40 e 49 anos,até 19 anos,DICT,P2P,Pix,134177.2,776
202410,PF,PJ,NORDESTE,SUDESTE,entre 50 e 59 anos,Nao se aplica,DICT,P2G,Pix,211426.27,165
202403,PF,PF,Nao informado,SUL,mais de 60 anos,entre 40 e 49 anos,QRDN,P2P,Pix,1329.82,20
202507,PF,PF,CENTRO-OESTE,SUDESTE,entre 50 e 59 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,118776.46,189
202504,PJ,PJ,CENTRO-OESTE,NORTE,Nao se aplica,Nao se aplica,QRES,G2B,Pix,740.0,1
202405,PF,PF,SUDESTE,NORDESTE,mais de 60 anos,até 19 anos,QRDN,P2P,Pix,13558.96,362
202405,PF,PJ,CENTRO-OESTE,NORDESTE,até 19 anos,Nao se aplica,QRES,P2B,Pix,1294900.2,56108
202505,PJ,PF,SUDESTE,Nao informado,Nao se aplica,entre 50 e 59 anos,MANU,B2P,Pix,84123691.71,12779
202408,PF,PF,NORTE,CENTRO-OESTE,entre 40 e 49 anos,entre 20 e 29 anos,QRES,P2P,Pix,719056.14,12102
202503,PF,PF,NORTE,NORDESTE,entre 40 e 49 anos,até 19 anos,QRDN,P2P,Pix,161098.53,3473
202504,PF,PF,NORDESTE,SUL,entre 40 e 49 anos,entre 30 e 39 anos,DICT,P2P,Pix,34305624.58,141039
202507,PJ,PJ,NORDESTE,SUDESTE,Nao se aplica,Nao se aplica,AUTO,B2B,Pix,1033.29,13
202504,PF,PF,SUL,Nao informado,entre 40 e 49 anos,entre 40 e 49 anos,MANU,P2P,Pix,1877629.28,971
202505,PF,PF,NORDESTE,CENTRO-OESTE,entre 40 e 49 anos,entre 30 e 39 anos,DICT,P2P,Pix,71182603.27,299586
202304,PF,PF,Nao informado,SUL,até 19 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,578.0,5
202508,PF,PF,Nao informado,SUDESTE,até 19 anos,mais de 60 anos,QRDN,P2P,Pix,1550.47,78
202401,PF,PF,SUDESTE,CENTRO-OESTE,até 19 anos,até 19 anos,MANU,P2P,Pix,175660.65,5675
202506,PF,PF,CENTRO-OESTE,NORTE,mais de 60 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,20089.93,63
202503,PF,PF,CENTRO-OESTE,CENTRO-OESTE,mais de 60 anos,mais de 60 anos,QRES,P2P,Pix,26330707.6,78368
202404,PF,PF,NORDESTE,NORDESTE,entre 20 e 29 anos,entre 30 e 39 anos,DICT,P2P,Pix,3212280605.05,22773490
202410,PF,PF,NORTE,CENTRO-OESTE,entre 20 e 29 anos,entre 50 e 59 anos,DICT,P2P,Pix,22986124.25,110579
202507,PF,PF,SUL,SUDESTE,entre 50 e 59 anos,mais de 60 anos,MANU,P2P,Pix,7800902.9,11586
202504,PF,PF,NORTE,Nao informado,entre 50 e 59 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,500.0,1
202311,PJ,PF,NORTE,NORDESTE,Nao se aplica,entre 20 e 29 anos,Nao disponivel,B2P,Nao disponivel,89342.08,1041
202312,PF,PJ,CENTRO-OESTE,CENTRO-OESTE,entre 30 e 39 anos,Nao se aplica,MANU,P2B,Pix,346939877.33,809442
202507,PF,PF,SUDESTE,NORDESTE,Nao informado,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,250.01,3
202508,PF,PJ,CENTRO-OESTE,CENTRO-OESTE,até 19 anos,Nao se aplica,QRDN,P2B,Pix,142632532.05,4050537
202503,PF,PF,CENTRO-OESTE,SUL,entre 50 e 59 anos,entre 40 e 49 anos,QRDN,P2P,Pix,110849.82,2231
202501,PJ,PF,Nao informado,CENTRO-OESTE,Nao se aplica,até 19 anos,QRES,B2P,Pix,7040.79,38
202408,PF,PF,NORDESTE,SUL,mais de 60 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,82041.76,44
202504,PF,PF,NORTE,SUDESTE,entre 50 e 59 anos,entre 40 e 49 anos,QRES,P2P,Pix,983303.19,9980
202408,PF,PF,CENTRO-OESTE,NORDESTE,entre 30 e 39 anos,entre 50 e 59 anos,QRES,P2P,Pix,1542703.95,41210
202308,PF,PF,CENTRO-OESTE,SUDESTE,entre 50 e 59 anos,até 19 anos,DICT,P2P,Pix,2941697.08,18582
202311,PF,PJ,Nao informado,CENTRO-OESTE,mais de 60 anos,Nao se aplica,DICT,P2B,Pix,1487054.8,768
202310,PF,PF,Nao informado,SUL,até 19 anos,mais de 60 anos,QRES,P2P,Pix,222.44,24
202409,PF,PF,SUL,SUDESTE,entre 20 e 29 anos,entre 20 e 29 anos,QRES,P2P,Pix,3434415.46,91733
202504,PF,PJ,SUDESTE,SUL,até 19 anos,Nao se aplica,QRES,P2B,Pix Saque,245.4,9
202405,PF,PJ,CENTRO-OESTE,NORDESTE,mais de 60 anos,Nao se aplica,QRES,P2G,Pix,3831.92,33
202307,PF,PJ,SUDESTE,NORDESTE,entre 40 e 49 anos,Nao se aplica,DICT,P2B,Pix,170234564.81,357985
202407,PF,PJ,SUDESTE,CENTRO-OESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Saque,129577.14,575
202401,PJ,PJ,NORDESTE,NORDESTE,Nao se aplica,Nao se aplica,DICT,G2G,Pix,49069797.79,947
202410,PF,PF,NORTE,SUL,entre 20 e 29 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,26114.5,113
202507,PF,PJ,NORDESTE,CENTRO-OESTE,mais de 60 anos,Nao se aplica,APDN,P2B,Pix,127.65,3
202403,PF,PF,SUDESTE,SUL,mais de 60 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,14834.9,120
202410,PF,PF,CENTRO-OESTE,CENTRO-OESTE,até 19 anos,entre 40 e 49 anos,DICT,P2P,Pix,154890292.07,1161675
202305,PF,PF,Nao informado,NORDESTE,entre 30 e 39 anos,entre 50 e 59 anos,MANU,P2P,Pix,306030.51,778
202412,PF,PF,SUL,NORDESTE,até 19 anos,entre 20 e 29 anos,QRDN,P2P,Pix,178644.24,7064
202311,PF,PF,SUL,Nao informado,mais de 60 anos,entre 40 e 49 anos,MANU,P2P,Pix,224235.92,154
202403,PJ,PF,NORTE,SUDESTE,Nao se aplica,entre 40 e 49 anos,MANU,G2P,Pix,212946.99,15
202408,PF,PF,Nao informado,SUDESTE,entre 50 e 59 anos,entre 40 e 49 anos,MANU,P2P,Pix,1542308.73,1366
202411,PF,PF,CENTRO-OESTE,NORDESTE,até 19 anos,entre 20 e 29 anos,MANU,P2P,Pix,1638926.85,21916
202409,PF,PF,Nao informado,NORTE,mais de 60 anos,até 19 anos,MANU,P2P,Pix,884.28,42
202403,PF,PJ,SUDESTE,SUDESTE,mais de 60 anos,Nao se aplica,QRDN,P2G,Pix,81755389.41,163771
202504,PJ,PF,NORTE,SUDESTE,Nao se aplica,entre 40 e 49 anos,MANU,G2P,Pix,25008.95,15
202502,PF,PF,NORDESTE,SUDESTE,entre 20 e 29 anos,mais de 60 anos,QRDN,P2P,Pix,2594135.84,107080
202506,PF,PJ,NORTE,NORTE,até 19 anos,Nao se aplica,MANU,P2B,Pix,11007447.18,97200
202312,PF,PF,NORDESTE,NORDESTE,Nao informado,entre 50 e 59 anos,QRES,P2P,Pix,66.0,3
202312,PF,PF,NORDESTE,SUL,entre 20 e 29 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,137768.68,1154
202406,PJ,PF,SUDESTE,CENTRO-OESTE,Nao se aplica,entre 40 e 49 anos,Nao disponivel,B2P,Nao disponivel,11572306.7,110708
202310,PF,PJ,NORDESTE,SUDESTE,entre 40 e 49 anos,Nao se aplica,QRES,P2G,Pix,6868.21,95
202409,PF,PF,NORDESTE,NORDESTE,entre 30 e 39 anos,até 19 anos,QRDN,P2P,Pix,6465838.52,200516
202506,PF,PF,CENTRO-OESTE,CENTRO-OESTE,mais de 60 anos,até 19 anos,DICT,P2P,Pix,75929177.51,412339
202405,PF,PJ,NORTE,SUL,até 19 anos,Nao se aplica,QRES,P2B,Pix,1917990.13,46560
202508,PF,PJ,SUDESTE,SUDESTE,até 19 anos,Nao se aplica,QRES,P2B,Pix,301406592.11,4963017
202309,PF,PF,NORDESTE,SUDESTE,mais de 60 anos,entre 50 e 59 anos,MANU,P2P,Pix,6519102.14,14136
202304,PF,PF,NORTE,NORDESTE,entre 50 e 59 anos,mais de 60 anos,QRES,P2P,Pix,90275.31,1569
202306,PF,PJ,NORDESTE,Nao informado,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix,6251.55,16
202403,PJ,PF,SUL,NORTE,Nao se aplica,entre 40 e 49 anos,MANU,G2P,Pix,31833.14,34
202503,PJ,PF,SUDESTE,SUL,Nao se aplica,entre 50 e 59 anos,QRDN,B2P,Pix,2728363.88,36022
202405,PF,PF,NORTE,CENTRO-OESTE,até 19 anos,mais de 60 anos,QRES,P2P,Pix,60006.7,3027
202403,PF,PJ,SUL,SUL,entre 20 e 29 anos,Nao se aplica,QRDN,P2B,Pix Saque,24068976.34,103485
202404,PJ,PF,CENTRO-OESTE,NORTE,Nao se aplica,entre 40 e 49 anos,DICT,G2P,Pix,10582279.2,8873
202406,PF,PF,CENTRO-OESTE,NORDESTE,mais de 60 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,5031.0,36
202505,PF,PF,Nao informado,Nao informado,entre 20 e 29 anos,até 19 anos,MANU,P2P,Pix,76379.2,556
202503,PF,PJ,CENTRO-OESTE,SUDESTE,entre 30 e 39 anos,Nao se aplica,QRES,P2B,Pix,325738876.94,1584776
202306,PF,PJ,NORDESTE,NORDESTE,entre 30 e 39 anos,Nao se aplica,MANU,P2B,Pix,542886427.24,1721995
202310,PJ,PF,CENTRO-OESTE,CENTRO-OESTE,Nao se aplica,até 19 anos,DICT,B2P,Pix,183035256.57,474342
202408,PF,PJ,NORDESTE,CENTRO-OESTE,entre 50 e 59 anos,Nao se aplica,QRES,P2B,Pix,14511605.69,53506
202310,PJ,PJ,NORTE,SUL,Nao se aplica,Nao se aplica,MANU,G2B,Pix,138049.22,10
202401,PF,PF,NORDESTE,SUDESTE,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,102919359.28,390819
202401,PF,PF,SUDESTE,SUDESTE,até 19 anos,entre 50 e 59 anos,QRES,P2P,Pix,6990308.25,266515
202304,PJ,PJ,Nao informado,NORDESTE,Nao se aplica,Nao se aplica,QRDN,B2G,Pix,9172.28,32
202505,PJ,PJ,Nao informado,CENTRO-OESTE,Nao se aplica,Nao se aplica,Nao disponivel,B2B,Nao disponivel,1042820.12,774
202503,PF,PF,SUL,Nao informado,entre 20 e 29 anos,entre 50 e 59 anos,QRES,P2P,Pix,16283.43,289
202504,PF,PF,Nao informado,NORDESTE,Nao informado,entre 30 e 39 anos,QRES,P2P,Pix,130.56,13
202305,PJ,PF,Nao informado,Nao informado,Nao se aplica,entre 20 e 29 anos,QRES,B2P,Pix,241.0,4
202408,PF,PF,NORTE,NORDESTE,mais de 60 anos,entre 30 e 39 anos,QRDN,P2P,Pix,240036.93,5071
202401,PJ,PF,SUDESTE,Nao informado,Nao se aplica,até 19 anos,QRES,B2P,Pix,1190.0,5
202506,PF,PF,SUDESTE,NORTE,entre 30 e 39 anos,mais de 60 anos,QRDN,P2P,Pix,160702.34,6083
202412,PF,PJ,Nao informado,CENTRO-OESTE,entre 20 e 29 anos,Nao se aplica,DICT,P2B,Pix,1149674.28,1830
202508,PF,PJ,NORDESTE,SUL,mais de 60 anos,Nao se aplica,APDN,P2B,Pix,5816.05,24
202311,PF,PJ,NORTE,NORTE,entre 30 e 39 anos,Nao se aplica,MANU,P2G,Pix,89141.55,274
202412,PF,PF,CENTRO-OESTE,SUL,mais de 60 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,12623.24,38
202508,PF,PJ,NORTE,NORDESTE,até 19 anos,Nao se aplica,QRES,P2B,Pix,1561000.84,37607
202506,PF,PF,NORDESTE,SUDESTE,entre 20 e 29 anos,entre 50 e 59 anos,QRDN,P2P,Pix,6099470.72,257994
202304,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 30 e 39 anos,mais de 60 anos,MANU,P2P,Pix,162271889.13,245700
202410,PF,PJ,NORTE,SUDESTE,entre 20 e 29 anos,Nao se aplica,DICT,P2B,Pix,102777456.74,157776
202402,PF,PF,NORDESTE,SUL,entre 40 e 49 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,15639.79,107
202410,PF,PF,Nao informado,SUDESTE,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,6992777.61,7431
202403,PF,PF,NORTE,CENTRO-OESTE,entre 50 e 59 anos,entre 50 e 59 anos,MANU,P2P,Pix,2605455.99,7962
202311,PF,PF,CENTRO-OESTE,SUL,até 19 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,19587.81,69
202503,PF,PJ,CENTRO-OESTE,SUDESTE,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix Saque,55304.03,300
202407,PJ,PJ,NORDESTE,SUL,Nao se aplica,Nao se aplica,MANU,B2G,Pix,9339.35,4
202507,PJ,PF,CENTRO-OESTE,NORTE,Nao se aplica,mais de 60 anos,Nao disponivel,B2P,Nao disponivel,133983.64,218
202404,PF,PF,SUL,Nao informado,entre 50 e 59 anos,até 19 anos,QRES,P2P,Pix,130.0,4
202410,PF,PF,SUL,Nao informado,entre 30 e 39 anos,entre 50 e 59 anos,DICT,P2P,Pix,1974545.67,2534
202404,PJ,PF,SUDESTE,Nao informado,Nao se aplica,mais de 60 anos,DICT,B2P,Pix,7399367.17,3061
202312,PF,PF,SUDESTE,Nao informado,entre 50 e 59 anos,Nao informado,MANU,P2P,Pix,144.0,6
202508,PF,PF,SUDESTE,NORTE,entre 20 e 29 anos,entre 30 e 39 anos,QRES,P2P,Pix,1229561.54,30324
202407,PJ,PF,SUL,CENTRO-OESTE,Nao se aplica,mais de 60 anos,MANU,G2P,Pix,10159.64,2
202405,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 50 e 59 anos,entre 30 e 39 anos,MANU,P2P,Pix,119672096.19,451676
202410,PF,PJ,NORTE,SUDESTE,entre 50 e 59 anos,Nao se aplica,QRES,P2G,Pix,8704.14,66
202401,PF,PJ,NORTE,SUL,entre 40 e 49 anos,Nao se aplica,QRDN,P2B,Pix Saque,1370649.82,5115
202310,PF,PF,NORDESTE,SUL,entre 20 e 29 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,96024.03,1056
202403,PF,PJ,Nao informado,SUDESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2G,Pix,125432.67,228
202310,PF,PF,SUL,SUDESTE,entre 40 e 49 anos,até 19 anos,DICT,P2P,Pix,6449175.76,50067
202308,PJ,PF,SUL,NORTE,Nao se aplica,até 19 anos,MANU,B2P,Pix,1266178.76,6022
202309,PF,PF,SUL,NORDESTE,mais de 60 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,1122.12,8
202405,PF,PF,CENTRO-OESTE,Nao informado,entre 30 e 39 anos,entre 50 e 59 anos,QRDN,P2P,Pix,2410.25,47
202401,PF,PF,SUDESTE,NORTE,entre 30 e 39 anos,entre 30 e 39 anos,DICT,P2P,Pix,61404054.24,246282
202403,PJ,PF,CENTRO-OESTE,NORTE,Nao se aplica,até 19 anos,QRES,B2P,Pix,15344.34,124
202405,PF,PF,NORTE,NORDESTE,entre 50 e 59 anos,entre 40 e 49 anos,MANU,P2P,Pix,4233930.41,22279
202405,PF,PF,NORDESTE,CENTRO-OESTE,entre 20 e 29 anos,entre 50 e 59 anos,DICT,P2P,Pix,28181852.18,201674
202406,PJ,PF,SUDESTE,NORDESTE,Nao se aplica,entre 50 e 59 anos,MANU,B2P,Pix,394140107.38,407393
202310,PF,PF,SUDESTE,SUDESTE,entre 40 e 49 anos,entre 30 e 39 anos,DICT,P2P,Pix,5846818409.18,23682840
202507,PF,PF,SUDESTE,Nao informado,mais de 60 anos,mais de 60 anos,MANU,P2P,Pix,2505238.38,826
202407,PF,PF,NORTE,SUDESTE,entre 40 e 49 anos,Nao informado,QRDN,P2P,Pix,2299.5,10
202311,PF,PJ,NORTE,Nao informado,entre 30 e 39 anos,Nao se aplica,MANU,P2B,Pix,12451.0,5
202306,PF,PJ,Nao informado,SUDESTE,entre 50 e 59 anos,Nao se aplica,QRDN,P2G,Pix,36377.04,46
202503,PF,PF,SUDESTE,SUL,entre 40 e 49 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,85526.58,749
202506,PF,PF,SUDESTE,NORDESTE,entre 40 e 49 anos,até 19 anos,MANU,P2P,Pix,5833181.09,67673
